Age Certification,Description,Genres,Id,Imdb Id,Production Countries,Release Year,Title,Type,Imdb Score,Imdb Votes,Runtime,Seasons,Tmdb Popularity,Tmdb Score
,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",['comedy'],tm840242,tt10150694,['US'],2019,Arsenio Hall: Smart and Classy,MOVIE,6,460,63,,3.367,5.9
,"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests.","['comedy', 'documentation']",tm845020,tt11313076,[],2019,Jack Whitehall: Christmas with my Father,MOVIE,6,951,64,,0.761,6.4
,"Fed up with her deadbeat grown kids and marginal urban existence, Juanita takes a Greyhound bus to Paper Moon, Montana - where she reinvents herself and finds her mojo.",['drama'],tm458363,tt6155456,['US'],2019,Juanita,MOVIE,6,2362,90,,6.815,5.25
,"After realizing that prostitutes are not entitled to the best part of love making, two sex workers form a screwy relationship as ""cuddle partners"" only to realize that they want something more.","['drama', 'romance', 'comedy']",tm824858,tt10896172,['PH'],2019,Cuddle Weather,MOVIE,6,413,95,,3.347,4.6
,"Set in Chatsworth, Keeping up with the Kandasamys opens a window into the lifestyle and subculture of modern-day Indian South Africans; their aspirations, dreams and challenges.  Shanti Naidoo and Jennifer Kandasamy are matriarchal rivals of neighbouring families, whose young adult children become romantically involved. And the last thing these two Chatsworth mothers need is to be related to one another!  Well as much as they tried to keep their families apart it turned out weâ€™re invited to the wedding!",['comedy'],tm468651,tt10217780,['ZA'],2019,Kandasamys: The Wedding,MOVIE,6,232,98,,2.263,8.4
,"Asim Noyan swindles people with his lies and games. Asim Noyan and his gang, who no one else has been able to catch, get into a ruse again.","['action', 'comedy', 'crime', 'drama']",tm457410,tt8442644,['TR'],2019,Money Trap,MOVIE,6,14565,121,,9.695,5.6
,"In his second comedy special, Daniel Sosa reflects on his childhood, Mexican traditions and the problem with the movie Coco.",['comedy'],tm812783,tt10438652,[],2019,Daniel Sosa: Maleducado,MOVIE,6.1,75,54,,4.044,6.5
,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.",['comedy'],tm834664,tt10952752,['US'],2019,Nikki Glaser: Bangin',MOVIE,6.1,1669,63,,4.226,6.6
,"Federico Veirojâ€™s fourth feature examines the many, often contradictory layers that make up oneâ€™s persona, in this case, a single dad and acclaimed artist who must learn to balance family with creativity.","['drama', 'comedy', 'european']",tm430120,tt8846072,"['UY', 'MX', 'ES']",2019,Belmonte,MOVIE,6.1,382,75,,2.003,5.5
,"Galifianakis dreamed of becoming a star. But when Will Ferrell discovered his public access TV show, 'Between Two Ferns' and uploaded it to Funny or Die, Zach became a viral laughing stock. Now Zach and his crew are taking a road trip to complete a series of high-profile celebrity interviews and restore his reputation.",['comedy'],tm548602,tt9398640,['US'],2019,Between Two Ferns: The Movie,MOVIE,6.1,32036,82,,12.486,6
,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.","['romance', 'comedy', 'drama']",tm838687,tt8510488,['US'],2019,Holiday in the Wild,MOVIE,6.1,15216,85,,12.279,6.5
,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.,"['drama', 'comedy']",tm836449,tt11057912,['JP'],2019,Tuna Girl,MOVIE,6.1,148,89,,1.508,6.5
,"After failing to deliver for a demanding bride, a wedding planner makes a bold business move and throws the wedding of the year â€” for herself.","['romance', 'drama', 'comedy']",tm817284,tt10589924,['ID'],2019,Bridezilla,MOVIE,6.1,53,93,,1.35,5.8
,"It is winter in Damascus. Sana, with her eight-year-old son, is living alone while her husband works in Saudi Arabia. When Sana runs out of gas to cook or warm the house, she takes a day off to find a gas cylinder. From there begins a trip into the surroundings of Damas, where Sana finds herself brutally confronted with the effects of war.",['drama'],tm426634,tt8900142,"['LB', 'QA', 'SY', 'FR']",2019,The Day I Lost My Shadow,MOVIE,6.1,244,94,,0.796,6
,"In Lincoln City, some inhabitants have extraordinary abilities. Most live below the poverty line, under the close surveillance of a heavily militarized police force. Connor, a construction worker with powers, involves with a criminal gang to help his ailing mother. (Based on the short film â€œCode 8,â€ 2016.)","['scifi', 'action', 'crime', 'thriller', 'drama']",tm1121246,tt6259380,"['CA', 'GB', 'US']",2019,Code 8,MOVIE,6.1,39469,99,,18.193,6.2
,Eggnoid is a human who comes out from Eggnoid eggs. He's been assigned to look after and be a friend when a human feels lonely.,"['romance', 'scifi', 'drama', 'fantasy']",tm822210,tt10640262,[],2019,Eggnoid: Love & Time Portal,MOVIE,6.1,86,102,,,
,"The story of Allan Kardec, from his days as an educator to his contribution to the spiritist codification.",['drama'],tm472766,tt9213932,['BR'],2019,Kardec,MOVIE,6.1,1543,110,,9.57,6.7
,Thriller about a family whose ties are put to the test when the patriarchâ€™s wife dies.,"['thriller', 'drama']",tm460259,tt5687236,"['CL', 'AR', 'CA']",2019,Blood Will Tell,MOVIE,6.1,831,113,,2.268,6
,A look at the aftermath and global impact of the docuseries 'Surviving R. Kelly'.,['documentation'],tm680024,tt10260638,['US'],2019,Surviving R. Kelly: The Impact,MOVIE,6.1,100,120,,,
,"Lobo's cousin Vida moves to town, Lobo shows her his favorite places around town, and the next day Vida has her first day of school.",['animation'],tm825934,tt10687588,"['US', 'CA']",2019,Super Monsters Back to School,MOVIE,6.2,29,23,,2.472,6.3
,"During an NBA lockout, a sports agent, Ray Burke, presents his rookie client, Erick Scott, with an intriguing and controversial business opportunity.","['drama', 'sport']",tm428558,tt8128188,['US'],2019,High Flying Bird,MOVIE,6.2,8616,90,,7.304,5.7
,"To many in the bodybuilding world, Calum von Moger is seen as the future of the sport. A two time Mr. Universe champion who has proven himself to have one of the greatest physiques currently on the professional stage; Calum was catapulted into social media stardom. Known for his resemblance to Arnold Schwarzenegger and dubbed Arnold 2.0.  But a sudden and tragic bicep tear brought his training and goals to a grinding halt. Losing dozens of pounds of muscle and unable to train until fully recovering â€“ Calum was forced to reassess his bodybuilding path and find a way to fight back up to the top. Calum von Moger: Unbroken chronicles his rise, fall, and now recovery as he moves into a promising career in television and film.  Showcasing a man with an indomitable will that overcomes all the hurdles in his path and taking him to a place that both skeptics and doctors thought was impossible.",['documentation'],tm470252,tt10308686,['US'],2019,Calum von Moger: Unbroken,MOVIE,6.2,851,93,,5.267,7.4
,"Bea is a successful architect who lives in Barcelona (Catalonia, northeast to Spain) with her boyfriend and boss, VÃ­ctor, a CEO of an important company. During a night celebration of an important contract signed to make a skyscraper designed by Bea, in the bar appears the famous TV reporter and anchorwoman Rebecca Ramos, Victor's personal erotic fantasy. Not measuring the consequences of her actions due to the alcohol she drank, Bea makes a meeting between VÃ­ctor and Rebecca. When to the next day she wakes up, VÃ­ctor proposes to wed Bea and she accepts, but after she arrives to the job, Bea learns about a videotape where VÃ­ctor and Rebecca make the love in a car that it's in all TV channels. In front of all CEOs during a full meeting, Bea slaps VÃ­ctor and destroys her design, being fired from the job. Looking for a break, she travels her natal coastal town, Santa Clara, just to discover that her rest isn't so easy as it seems: her eccentric, free-spirited and eternal smiling mother ...","['romance', 'comedy', 'european']",tm454156,tt6869362,['ES'],2019,In Family I Trust,MOVIE,6.2,3194,94,,5.414,6.3
,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,"['thriller', 'drama', 'european']",tm425944,tt8726116,"['FR', 'NL', 'SG']",2019,A Land Imagined,MOVIE,6.2,1297,95,,3.057,5.9
,"'Mokalik' follows the career of an 11-year-old boy, Ponmile, from the middle-class suburbs who spends the day as a lowly apprentice at a mechanic workshop in order to view life from the other side of the tracks - When his father arrives to take him home; Ponmile has to make up his mind if he wants to return to school or take on his apprenticeship full time.","['comedy', 'drama']",tm675214,tt10327136,['NG'],2019,Mokalik (Mechanic),MOVIE,6.2,151,100,,1.325,5.3
,"Warsaw, Poland, during the Cuban Missile Crisis, 1962. Josh Mansky, a troubled math genius and former US chess champion, is recruited to hold a dangerous public match against the Soviet champion, while playing the deadly game of espionage hidden in the darkest shadows of a hostile territory.","['thriller', 'history', 'sport', 'european']",tm461366,tt6445414,['PL'],2019,The Coldest Game,MOVIE,6.2,10749,104,,9.345,6.2
,Three different people with three different goals set out on a liberating journey that is supposed to take them to their next destination in life.,"['drama', 'romance', 'comedy']",tm832463,tt10882938,['IN'],2019,Mundina Nildana,MOVIE,6.2,364,106,,1.453,6
,"Amidst the silence and isolation, Hazel and Louie find comfort in each other as they both needed it at that certain point in their lives. But knowing how far apart their worlds are, they can only hold on to the belief that some encounters are special because of how fleeting they are.","['drama', 'romance']",tm474405,tt10044704,"['PH', 'JP']",2019,Between Maybes,MOVIE,6.2,173,107,,1.939,4
,"Milan, Italy, 1967. Santo Russo, a boy of Calabrian origin, arrives north with his parents and younger brother to find better living conditions. Due to an absurd misunderstanding and his father's contempt, Santo ends up in prison, where he gets a â€œtrue education.â€ In 1978, he and his friends Slim and Mario embark on a 15-year criminal career, a successful and ruthless spiral of robberies, kidnappings, murders and heroin smuggling.","['crime', 'drama', 'european']",tm450698,tt9239888,"['FR', 'IT']",2019,The Ruthless,MOVIE,6.2,6237,111,,12.973,6.2
,"Pastor Park is head of a religious investigation center that exposes cults and cult leaders. While looking into a suspicious new religion called â€˜Deer Mount,â€™ he slowly uncovers clues that connect this cult to a series of mysterious cases of missing teenage girls when a body is found inside a damaged tunnel beams. He begins to uncover dark secrets surrounding this cult and its enforcer Na-han.","['thriller', 'crime', 'horror']",tm453098,tt7299298,['KR'],2019,Svaha: The Sixth Finger,MOVIE,6.2,3947,122,,12.74,6.6
,"In a small Maharashtrian town, a woman's rise in the political hierarchy creates ripples across the social-political spectrum. Directed by Makarand Mane, KaaGaR stars Rinku Rajguru in the lead role.","['crime', 'drama']",tm493556,tt8907844,['IN'],2019,Kaagar,MOVIE,6.2,64,129,,1.4,
,"A prized gold statue drives two best buddies on an adventure to find it and unlock its powers. But does the statue even really exist - and if found, does it really hold magical powers?","['drama', 'comedy']",tm813929,tt10377292,['NG'],2019,Gold Statue,MOVIE,6.2,52,145,,1.306,4
,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.",['comedy'],tm845117,tt8882390,['US'],2019,Tiffany Haddish: Black Mitzvah,MOVIE,6.3,967,55,,1.91,6.3
,"Taking to the stage in Milan, Francesco de Carlo opens up about bad habits, religion, politics and what he's learned from travelling the world.",['comedy'],tm467955,tt10087952,[],2019,Francesco De Carlo: Cose di Questo Mondo,MOVIE,6.3,111,61,,2.359,6.8
,"Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.",['comedy'],tm832844,tt10847330,['GB'],2019,Mo Gilligan: Momentum,MOVIE,6.3,439,64,,2.839,5.3
,"While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary.","['documentation', 'music']",tm827640,tt10856726,['US'],2019,Travis Scott: Look Mom I Can Fly,MOVIE,6.3,4629,85,,11.767,7
